川柳,senryuu,senryū,,120
小川,ogawa,stream,,121
川崎,kawasaki,Kawasaki (city),,122
大,oo,big,,123
大きな,ookina,big,,124
大変,taihen,very,,125
大学,daigaku,university,,126
大切,taisetsu,important,,127
土地,tochi,plot of land,,128
土,tsuchi,earth,,129
土曜日,doyoubi,Saturday,,130
土産,miyage,present,,131
土日,donichi,weekend,,132
死亡,shibou,death,,133
万,man,"10,000",,134
万が一,mangaichi,if by any chance,,135
与える,ataeru,to give (esp. to someone of lower status),,136
給与,kyuuyo,pay,,137
関与,kan'yo,participation,,138
与党,yotou,ruling party,,139
付与,fuyo,grant,,140
取引,torihiki,transactions,,141
引用,in'you,quotation,,142
引き続き,hikitsuzuki,continuously,,143
引っ越し,hikkoshi,"moving (dwelling, office, etc.)",,144
割引,waribiki,discount,,145
円,en,yen,,146
王,ou,king,,147
王子,ouji,prince,,148
女王,joou,queen,,149
王国,oukoku,kingdom,,150
変化,henka,change,,151
文化,bunka,culture,,152
進化,shinka,evolution,,153
強化,kyouka,strengthening,,154
化粧,keshou,make-up,,155
火,hi,fire,,156
花火,hanabi,fireworks,,157
火曜日,kayoubi,Tuesday,,158
火力,karyoku,heating power,,159
火災,kasai,conflagration,,160
紹介,shoukai,introduction,,161
介護,kaigo,nursing,,162
介入,kainyuu,intervention,,163
厄介,yakkai,trouble,,164
牛,ushi,cattle (Bos taurus),,165
牛乳,gyuunyuu,(cow's) milk,,166
牛肉,gyuuniku,beef,,167
区,ku,ward,,168
地区,chiku,district,,169
区別,kubetsu,distinction,,170
区域,kuiki,limits,,171
区画,kukaku,division,,172
欠点,ketten,fault,,173
不可欠,fukaketsu,indispensable,,174
月,tsuki,moon,,175
ヶ月,kagetsu,months (period of),,176
今月,kongetsu,this month,,177
３月,sangatsu,March,,178
９月,kugatsu,September,,179
犬,inu,dog (Canis (lupus) familiaris),,180
愛犬,aiken,pet dog,,181
元,moto,origin,,182
元気,genki,lively,,183
地元,jimoto,home area,,184
元々,motomoto,originally,,185
次元,jigen,dimension,,186
幻想,gensou,fantasy,,187
幻,maboroshi,phantom,,188
神戸,koube,Kobe (city),,189
江戸,edo,Edo (old name of Tokyo),,190
戸,to,door (esp. Japanese-style),,191
五,go,five,,192
相互,sougo,mutual,,193
互換,gokan,interchange,,194
互いに,tagaini,mutually,,195
互い,tagai,each other,,196
午後,gogo,afternoon,,197
午前,gozen,morning,,198
公開,koukai,opening to the public,,199
主人公,shujinkou,protagonist,,200
公園,kouen,(public) park,,201
公式,koushiki,formal,,202
公演,kouen,public performance,,203
今,ima,now,,204
今日,kyou,today,,205
今回,konkai,now,,206
今年,kotoshi,this year,,207
今後,kongo,from now on,,208
支援,shien,support,,209
支持,shiji,support,,210
支配,shihai,domination,,211
支払い,shiharai,payment,,212
支店,shiten,branch office,,213
停止,teishi,stoppage,,214
禁止,kinshi,prohibition,,215
中止,chuushi,suspension,,216
防止,boushi,prevention,,217
止める,tomeru,to stop,,218
氏,shi,Mr,,219
手,te,hand,,220
相手,aite,companion,,221
選手,senshu,player (sports),,222
勝手,katte,one's own convenience,,223
苦手,nigate,poor (at),,224
収録,shuuroku,compilation,,225
収入,shuunyuu,income,,226
収集,shuushuu,collecting,,227
買収,baishuu,acquisition (esp. corporate),,228
収穫,shuukaku,harvest,,229
少し,sukoshi,small quantity,,230
少ない,sukunai,few,,231
少なくとも,sukunakutomo,at least,,232
多少,tashou,more or less,,233
少々,shoushou,just a minute,,234
冗談,joudan,jest,,235
心,kokoro,mind,,236
心配,shinpai,worry,,237
中心,chuushin,center,,238
安心,anshin,relief,,239
関心,kanshin,concern,,240
水,mizu,"water (esp. cool, fresh water, e.g. drinking water)",,241
水分,suibun,water,,242
水道,suidou,water supply,,243
水曜日,suiyoubi,Wednesday,,244
水準,suijun,level,,245
天井,tenjou,ceiling,,246
切れ,kire,piece,,247
一切,issai,all,,248
切り,kiri,end,,249
切り替え,kirikae,exchange,,250
双方,souhou,both parties,,251
太陽,taiyou,sun,,252
太平洋,taiheiyou,Pacific Ocean,,253
太鼓,taiko,drum,,254
太い,futoi,fat,,255
中,naka,inside,,256
中国,chuugoku,China,,257
途中,tochuu,on the way,,258
集中,shuuchuu,concentration,,259
爪,tsume,"nail (e.g. fingernail, toenail)",,260
天気,tenki,weather,,261
天,ten,sky,,262
天然,tennen,nature,,263
天皇,tennou,Emperor of Japan,,264
内容,naiyou,contents,,265
内,uchi,inside,,266
国内,kokunai,internal,,267
内部,naibu,interior,,268
案内,annai,guidance,,269
匂い,nioi,odour,,270
日,hi,day,,271
日本,nihon,Japan,,272
昨日,kinou,yesterday,,273
明日,ashita,tomorrow,,274
反応,hannou,reaction,,275
反対,hantai,opposition,,276
反省,hansei,reflection,,277
反映,han'ei,"reflection (light, image, situation, attitude, etc.)",,278
反,han,anti-,,279
比べ,kurabe,contest,,280
比較,hikaku,comparison,,281
比較的,hikakuteki,comparatively,,282
比べる,kuraberu,to compare,,283
比,hi,ratio,,284
匹,hiki,counter for small animals,,285
匹敵,hitteki,to be a match for,,286
不安,fuan,anxiety,,287
不思議,fushigi,wonderful,,288
不足,fusoku,insufficiency,,289
不明,fumei,unclear,,290
不可能,fukanou,impossible,,291
夫,otto,husband,,292
夫婦,fuufu,married couple,,293
夫妻,fusai,husband and wife,,294
父,chichi,father,,295
父親,chichioya,father,,296
お父さん,otousan,father,,297
親父,oyaji,one's father,,298
祖父,sofu,grandfather,,299
仏,hotoke,Buddha,,300
仏教,bukkyou,Buddhism,,301
自分,jibun,myself,,302
分,fun,minute (unit of time),,303
部分,bubun,portion,,304
気分,kibun,feeling,,305
文字,moji,letter (of alphabet),,306
文章,bunshou,writing,,307
注文,chuumon,order,,308
文,fumi,letter,,309
片手,katate,one hand,,310
片方,katahou,one side,,311
片隅,katasumi,corner,,312
方,kata,direction,,313
方法,houhou,method,,314
一方,ippou,one (esp. of two),,315
方々,katagata,they (of people),,316
仕方,shikata,way,,317
貧乏,binbou,poverty-stricken,,318
木,ki,tree,,319
木曜日,mokuyoubi,Thursday,,320
木々,kigi,(many) trees,,321
毛,ke,hair,,322
髪の毛,kaminoke,hair (head),,323
友達,tomodachi,friend,,324
友人,yuujin,friend,,325
友,tomo,friend,,326
親友,shin'yuu,close friend,,327
友情,yuujou,friendship,,328
予定,yotei,plans,,329
予想,yosou,expectation,,330
予約,yoyaku,reservation,,331
予算,yosan,estimate,,332
予防,yobou,prevention,,333
六,roku,six,,334
圧力,atsuryoku,pressure,,335
圧倒的,attouteki,overwhelming,,336
電圧,den'atsu,voltage,,337
圧縮,asshuku,compression,,338
圧倒,attou,to overwhelm (e.g. an opponent),,339
以外,igai,with the exception of,,340
以前,izen,ago,,341
以降,ikou,on and after,,342
右,migi,right,,343
左右,sayuu,left and right,,344
右側,migigawa,right side,,345
右手,migite,right hand,,346
永遠,eien,eternity,,347
中央,chuuou,centre,,348
参加,sanka,participation,,349
追加,tsuika,addition,,350
増加,zouka,increase,,351
加速,kasoku,acceleration,,352
可能,kanou,possible,,353
可愛い,kawaii,cute,,354
許可,kyoka,permission,,355
可,ka,passable,,356
瓦礫,gareki,rubble,,357
外,soto,outside,,358
海外,kaigai,foreign,,359
外国,gaikoku,foreign country,,360
意外,igai,unexpected,,361
且つ,katsu,yet,,362
刊行,kankou,publication,,363
創刊,soukan,launching (e.g. newspaper),,364
週刊,shuukan,weekly publication,,365
甘い,amai,sweet-tasting,,366
甘え,amae,lack of self-reliance,,367
丘,oka,hill,,368
旧,kyuu,ex-,,369
復旧,fukkyuu,restoration,,370
過去,kako,the past,,371
去年,kyonen,last year,,372
除去,jokyo,removal,,373
去る,saru,to leave,,374
撤去,tekkyo,withdrawal,,375
巨大,kyodai,huge,,376
巨人,kyojin,giant,,377
玉,tama,ball,,378
目玉,medama,eyeball,,379
埼玉,saitama,Saitama (city),,380
玉ねぎ,tamanegi,onion (Allium cepa),,381
句,ku,section (i.e. of text),,382
俳句,haiku,haiku,,383
句集,kushuu,collection of haiku poems,,384
文句,monku,complaint,,385
挙句,ageku,in the end (after a long process),,386
兄,ani,elder brother,,387
兄弟,kyoudai,siblings,,388
兄さん,niisan,older brother,,389
兄ちゃん,anchan,(one's) older brother,,390
穴,ana,hole,,391
玄関,genkan,entrance,,392
古い,furui,old,,393
名古屋,nagoya,Nagoya (city),,394
中古,chuuko,used,,395
古,inishie,antiquity,,396
古代,kodai,ancient times,,397
成功,seikou,success,,398
巧み,takumi,skillful,,399
広告,koukoku,advertisement,,400
広い,hiroi,spacious,,401
広島,hiroshima,Hiroshima (city),,402
広がる,hirogaru,to spread (out),,403
広場,hiroba,plaza,,404
甲斐,kai,effect,,405
甲状腺,koujousen,thyroid gland,,406
号,gou,number,,407
番号,bangou,number,,408
信号,shingou,signal,,409
記号,kigou,symbol,,410
暗号,angou,code,,411
書き込み,kakikomi,writing,,412
申し込み,moushikomi,application,,413
見込み,mikomi,hope,,414
取り込む,torikomu,to take in,,415
込む,komu,to be crowded,,416
左,hidari,left,,417
左側,hidarigawa,left,,418
左手,hidarite,left hand,,419
左上,hidariue,upper left,,420
冊,satsu,counter for books,,421
札幌,sapporo,Sapporo (city),,422
札,satsu,banknote,,423
改札,kaisatsu,examination of tickets,,424
入札,nyuusatsu,bid,,425
皿,sara,plate,,426
仕事,shigoto,work,,427
仕様,shiyou,way,,428
仕組み,shikumi,structure,,429
仕上げ,shiage,finish,,430
歴史,rekishi,history,,431
史,shi,history,,432
史上,shijou,in history,,433
上司,joushi,(one's) superior,,434
寿司,sushi,sushi,,435
司会,shikai,leading a meeting,,436
司令,shirei,command,,437
司法,shihou,administration of justice,,438
四,shi,four,,439
四国,shikoku,Shikoku (smallest of the four main islands of Japan),,440
四季,shiki,four seasons,,441
市,ichi,market,,442
市場,ichiba,(town) market,,443
市民,shimin,citizen,,444
都市,toshi,town,,445
市内,shinai,(within a) city,,446
矢,ya,arrow,,447
表示,hyouji,indication,,448
展示,tenji,exhibition,,449
示し,shimeshi,lesson,,450
示す,shimesu,to (take out and) show,,451
指示,shiji,indication,,452
失敗,shippai,failure,,453
失礼,shitsurei,discourtesy,,454
失業,shitsugyou,unemployment,,455
損失,sonshitsu,"loss (of assets, profit, etc.)",,456
失う,ushinau,to lose,,457
写真,shashin,photograph,,458
描写,byousha,depiction,,459
写生,shasei,sketching,,460
写し,utsushi,copy,,461
主義,shugi,doctrine,,462
主,omo,chief,,463
主張,shuchou,claim,,464
民主党,minshutou,Democratic Party (esp. DPJ or US Democratic Party),,465
汁,shiru,juice,,466
味噌汁,misoshiru,miso soup,,467
出,de,coming out,,468
出来,shuttai,occurrence,,469
出し,dashi,dashi (Japanese soup stock made from fish and kelp),,470
出来る,dekiru,to be able (in a position) to do,,471
出る,deru,to leave,,472
処理,shori,processing,,473
対処,taisho,dealing with,,474
何処,doko,where,,475
処分,shobun,disposal,,476
処置,shochi,measure,,477
尻,shiri,buttocks,,478
尻尾,shippo,tail (animal),,479
申し訳,moushiwake,apology,,480
申請,shinsei,application,,481
申告,shinkoku,report,,482
世界,sekai,the world,,483
世代,sedai,generation,,484
世の中,yononaka,society,,485
世界中,sekaijuu,around the world,,486
世紀,seiki,century,,487
正直,shoujiki,honest,,488
正しい,tadashii,right,,489
修正,shuusei,amendment,,490
正確,seikaku,accurate,,491
正式,seishiki,due form,,492
生活,seikatsu,living,,493
先生,sensei,teacher,,494
生き,iki,living,,495
人生,jinsei,(human) life (i.e. conception to death),,496
生まれ,umare,birth,,497
石,ishi,stone,,498
石油,sekiyu,oil,,499
流石,sasuga,as one would expect,,500
石鹸,sekken,soap,,501
宝石,houseki,gem,,502
仙台,sendai,Sendai (city),,503
占い,uranai,fortune-telling,,504
独占,dokusen,monopoly,,505
占める,shimeru,to occupy,,506
他,hoka,"other (place, thing, person)",,507
その他,sonohoka,etc.,,508
他人,tanin,another person,,509
他者,tasha,another person,,510
他社,tasha,another company,,511
打つ,utsu,to hit,,512
打ち合わせ,uchiawase,advance arrangements,,513
打ち上げ,uchiage,launching,,514
時代,jidai,period,,515
代表,daihyou,representative,,516
現代,gendai,nowadays,,517
年代,nendai,age,,518
台,dai,stand,,519
舞台,butai,"stage (theatre, theater)",,520
台風,taifuu,typhoon,,521
台湾,taiwan,Taiwan,,522
旦那,danna,"master (of a house, shop, etc.)",,523
一旦,ittan,once,,524
田舎,inaka,hometown,,525
田,ta,rice field,,526
上田,jouden,high rice field,,527
田んぼ,tanbo,paddy field,,528
奴,yatsu,thing,,529
奴隷,dorei,slave,,530
冬,fuyu,winter,,531
丼,donburi,porcelain bowl,,532
面白い,omoshiroi,interesting,,533
白,shiro,white,,534
白い,shiroi,white,,535
面白,omoshiro,amusing,,536
白人,hakujin,white person,,537
半分,hanbun,half,,538
後半,kouhan,second half,,539
半,han,half,,540
時半,jihan,half past (the hour),,541
前半,zenhan,first half,,542
犯罪,hanzai,crime,,543
犯人,hannin,offender,,544
皮膚,hifu,skin,,545
皮,kawa,skin,,546
皮肉,hiniku,irony,,547
必要,hitsuyou,necessary,,548
必ず,kanarazu,always,,549
必死,hisshi,frantic,,550
必須,hissu,indispensable,,551
必ずしも,kanarazushimo,not always,,552
氷,koori,ice,,553
付け,tsuke,bill,,554
付き,tsuki,furnished with,,555
付近,fukin,neighbourhood,,556
受付,uketsuke,reception (desk),,557
寄付,kifu,contribution,,558
配布,haifu,distribution,,559
布,nuno,cloth,,560
布団,futon,futon,,561
財布,saifu,purse,,562
昆布,konbu,kombu (usu. Saccharina japonica),,563
払う,harau,"to pay (e.g. money, bill)",,564
払い,harai,payment,,565
支払う,shiharau,to pay,,566
平和,heiwa,peace,,567
平均,heikin,average,,568
平成,heisei,"Heisei era (January 8, 1989-April 30, 2019)",,569
平日,heijitsu,weekday,,570
平気,heiki,coolness,,571
辺,hen,area,,572
周辺,shuuhen,circumference,,573
辺り,atari,on the bank of,,574
近辺,kinpen,neighbourhood,,575
弁当,bentou,bento,,576
弁,ben,speech,,577
母,haha,mother,,578
お母さん,okaasan,mother,,579
母親,hahaoya,mother,,580
祖母,sobo,grandmother,,581
義母,gibo,mother-in-law,,582
北,kita,north,,583
北海道,hokkaidou,"Hokkaido (island, prefectural-level administrative unit)",,584
東北,touhoku,north-east,,585
北朝鮮,kitachousen,North Korea,,586
北京,pekin,Beijing (China),,587
本,hon,book,,588
本当に,hontouni,really,,589
基本,kihon,basics,,590
末,sue,tip,,591
端末,tanmatsu,end (e.g. of a roll of film),,592
週末,shuumatsu,weekend,,593
年末,nenmatsu,end-of-year,,594
月末,getsumatsu,end of the month,,595
未来,mirai,the future (usually distant),,596
未,hitsuji,"eighth sign of the Chinese zodiac (The Ram, 1pm-3pm, south-southwest, June)",,597
未だ,mada,still,,598
未満,miman,less than,,599
未定,mitei,not yet fixed,,600
国民,kokumin,people (of a country),,601
住民,juumin,inhabitant,,602
民主,minshu,democracy,,603
矛盾,mujun,contradiction,,604
目,me,eye,,605
目的,mokuteki,purpose,,606
目標,mokuhyou,mark,,607
注目,chuumoku,notice,,608
項目,koumoku,item,,609
理由,riyuu,reason,,610
自由,jiyuu,freedom,,611
経由,keiyu,going through,,612
由来,yurai,origin,,613
不自由,fujiyuu,discomfort,,614
幼稚園,youchien,kindergarten,,615
幼い,osanai,very young,,616
幼児,youji,young child,,617
幼少,youshou,infancy,,618
用,you,business,,619
利用,riyou,use,,620
使用,shiyou,use,,621
用意,youi,preparation,,622
活用,katsuyou,practical use,,623
立ち,tachi,departure,,624
立場,tachiba,position,,625
独立,dokuritsu,independence,,626
成立,seiritsu,formation,,627
立派,rippa,splendid,,628
命令,meirei,order,,629
お礼,orei,thanks,,630
扱い,atsukai,treatment,,631
扱う,atsukau,to deal with (a person),,632
取り扱い,toriatsukai,treatment,,633
安全,anzen,safety,,634
安い,yasui,cheap,,635
安定,antei,stability,,636
衣装,ishou,clothing,,637
衣,koromo,clothes,,638
浴衣,yukata,yukata (light cotton kimono worn in the summer or used as a bathrobe),,639
芋,imo,tuber,,640
印象,inshou,impression,,641
印刷,insatsu,printing,,642
印,shirushi,mark,,643
原因,gen'in,cause,,644
要因,youin,main cause,,645
因みに,chinamini,by the way,,646
宇宙,uchuu,universe,,647
羽,hane,feather,,648
汚染,osen,pollution,,649
汚れ,yogore,dirt,,650
汚い,kitanai,dirty,,651
仮想,kasou,imagination,,652
仮に,karini,supposing,,653
仮定,katei,assumption,,654
仮,kari,temporary,,655
仮説,kasetsu,hypothesis,,656
回,kai,counter for occurrences,,657
前回,zenkai,previous time,,658
次回,jikai,next time (occasion),,659
回復,kaifuku,restoration,,660
会,kai,meeting,,661
会社,kaisha,company,,662
社会,shakai,society,,663
機会,kikai,chance,,664
会場,kaijou,assembly hall,,665
各,kaku,each,,666
各種,kakushu,every kind,,667
各地,kakuchi,every place,,668
各国,kakkoku,each nation,,669
各自,kakuji,each (person),,670
汗,ase,sweat,,671
缶,kan,can,,672
企業,kigyou,enterprise,,673
企画,kikaku,planning,,674
危険,kiken,danger,,675
危機,kiki,crisis,,676
危ない,abunai,dangerous,,677
机,tsukue,desk,,678
気,ki,spirit,,679
気持ち,kimochi,feeling,,680
雰囲気,fun'iki,atmosphere,,681
人気,ninki,popularity,,682
休み,yasumi,rest,,683
休憩,kyuukei,rest,,684
連休,renkyuu,consecutive holidays,,685
夏休み,natsuyasumi,summer vacation,,686
休日,kyuujitsu,holiday,,687
呼吸,kokyuu,breathing,,688
吸収,kyuushuu,absorption,,689
吸血鬼,kyuuketsuki,vampire,,690
共有,kyouyuu,joint ownership,,691
共通,kyoutsuu,common,,692
共同,kyoudou,doing together (as equals),,693
共感,kyoukan,sympathy,,694
公共,koukyou,public,,695
叫び,sakebi,shout,,696
叫ぶ,sakebu,to shout,,697
信仰,shinkou,(religious) faith,,698
曲,kyoku,composition,,699
作曲,sakkyoku,composition,,700
楽曲,gakkyoku,musical composition,,701
名曲,meikyoku,famous music,,702
新曲,shinkyoku,new piece,,703
刑事,keiji,(police) detective,,704
死刑,shikei,death penalty,,705
血,chi,blood,,706
血液,ketsueki,blood,,707
血管,kekkan,blood vessel,,708
血圧,ketsuatsu,blood pressure,,709
事件,jiken,event,,710
件,ken,matter,,711
条件,jouken,condition,,712
案件,anken,matter (to discuss),,713
物件,bukken,article,,714
交換,koukan,exchange,,715
交流,kouryuu,(cultural) exchange,,716
交通,koutsuu,traffic,,717
交渉,koushou,negotiations,,718
交代,koutai,alternation,,719
光,hikari,light,,720
観光,kankou,sightseeing,,721
光景,koukei,scene,,722
光る,hikaru,to shine,,723
向け,muke,intended for ...,,724
方向,houkou,direction,,725
傾向,keikou,tendency,,726
向かう,mukau,to face,,727
好き,suki,liked,,728
大好き,daisuki,loveable,,729
好み,konomi,liking,,730
格好,kakkou,shape,,731
好評,kouhyou,favorable reception,,732
江,e,inlet,,733
考え,kangae,thinking,,734
考える,kangaeru,"to think (about, of)",,735
参考,sankou,reference,,736
考え方,kangaekata,way of thinking,,737
思考,shikou,thought,,738
行く,iku,to go,,739
行き,iki,the way there,,740
行動,koudou,action,,741
行う,okonau,to perform,,742
実行,jikkou,execution (e.g. of a plan),,743
場合,baai,case,,744
試合,shiai,match,,745
組み合わせ,kumiawase,combination,,746
具合,guai,condition,,747
都合,tsugou,circumstances,,748
再,sai,re-,,749
再生,saisei,resuscitation,,750
再び,futatabi,again,,751
再度,saido,twice,,752
再開,saikai,reopening,,753
現在,genzai,now,,754
存在,sonzai,existence,,755
滞在,taizai,stay,,756
在庫,zaiko,inventory,,757
在住,zaijuu,residing,,758
旨,mune,principle,,759
趣旨,shushi,meaning,,760
死,shi,death,,761
死ぬ,shinu,to lose spirit,,762
死者,shisha,casualty,,763
糸,ito,thread,,764
至る,itaru,to arrive at (e.g. a decision),,765
数字,suuji,numeral,,766
字,aza,section of village,,767
漢字,kanji,Chinese characters,,768
赤字,akaji,(being in) the red,,769
寺,tera,temple (Buddhist),,770
次,tsugi,next,,771
次第,shidai,depending on,,772
次々,tsugitsugi,in succession,,773
耳,mimi,ear,,774
自身,jishin,(one's) self,,775
自然,shizen,nature,,776
式,shiki,equation,,777
形式,keishiki,form (as opposed to substance),,778
方式,houshiki,form,,779
芝,shiba,lawn,,780
芝居,shibai,play,,781
守る,mamoru,to protect,,782
守り,mori,babysitting,,783
保守,hoshu,maintenance,,784
守備,shubi,defense,,785
州,shuu,state,,786
欧州,oushuu,Europe,,787
充実,juujitsu,fullness,,788
充電,juuden,charging (electrically),,789
中旬,chuujun,middle of a month,,790
旬,shun,"season (e.g. fruit, fish)",,791
下旬,gejun,last third of a month,,792
上旬,joujun,first 10 days of month,,793
巡る,meguru,to go around,,794
如何,dou,how,,795
師匠,shishou,master,,796
色,iro,colour,,797
色々,iroiro,various,,798
色んな,ironna,various,,799
景色,keshiki,scenery,,800
黄色,kiiro,yellow,,801
迅速,jinsoku,quick,,802
作成,sakusei,"drawing up (e.g. legal document, contract, will, etc.)",,803
成長,seichou,growth,,804
完成,kansei,complete,,805
構成,kousei,organization,,806
西,nishi,west,,807
関西,kansai,Kansai,,808
西洋,seiyou,the west,,809
舌,shita,tongue,,810
先,saki,previous,,811
先日,senjitsu,the other day,,812
先週,senshuu,last week,,813
優先,yuusen,preference,,814
全く,mattaku,really,,815
全て,subete,everything,,816
全体,zentai,whole,,817
完全,kanzen,perfect,,818
全部,zenbu,all,,819
壮大,soudai,magnificent,,820
早く,hayaku,early,,821
早い,hayai,fast,,822
早速,sassoku,at once,,823
早,haya,already,,824
早朝,souchou,early morning,,825
戦争,sensou,war,,826
競争,kyousou,competition,,827
争い,arasoi,dispute,,828
紛争,funsou,dispute,,829
闘争,tousou,strife,,830
保存,hozon,preservation,,831
依存,izon,dependence,,832
既存,kison,existing,,833
ご存じ,gozonji,knowing,,834
多く,ooku,many,,835
多い,ooi,many,,836
多分,tabun,perhaps,,837
多,ta,multi-,,838
多数,tasuu,large number (of),,839
自宅,jitaku,one's home,,840
帰宅,kitaku,returning home,,841
住宅,juutaku,residence,,842
宅,taku,house,,843
団体,dantai,organization,,844
集団,shuudan,group,,845
軍団,gundan,army corps,,846
地,chi,earth,,847
地域,chiiki,area,,848
地球,chikyuu,Earth,,849
地震,jishin,earthquake,,850
電池,denchi,battery,,851
池,ike,pond,,852
竹,take,bamboo (any grass of subfamily Bambusoideae),,853
仲間,nakama,company,,854
仲良く,nakayoku,on good terms with,,855
仲,naka,relation,,856
仲良し,nakayoshi,intimate friend,,857
虫,mushi,insect,,858
兆,chou,10^12,,859
伝統,dentou,tradition,,860
伝える,tsutaeru,to convey,,861
宣伝,senden,publicity,,862
遺伝子,idenshi,gene,,863
伝説,densetsu,tradition,,864
吐き気,hakike,nausea,,865
灯,hi,light,,866
電灯,dentou,electric light,,867
当時,touji,at that time,,868
当然,touzen,natural,,869
担当,tantou,being in charge (of an area of responsibility),,870
当たり前,atarimae,natural,,871
同じ,onaji,same,,872
同,dou,the same,,873
同時に,doujini,coincident with,,874
同様,douyou,identical,,875
同期,douki,same period,,876
肉,niku,flesh,,877
筋肉,kinniku,muscle,,878
肉体,nikutai,the body,,879
鶏肉,toriniku,chicken meat,,880
責任,sekinin,duty,,881
就任,shuunin,assumption (of office),,882
任意,nin'i,optional,,883
辞任,jinin,resignation (from a position),,884
任せる,makaseru,to entrust (e.g. a task) to another,,885
年,toshi,year,,886
年間,nenkan,(period of) a year,,887
昨年,sakunen,last year,,888
肌,hada,skin,,889
汎用,han'you,generic,,890
米国,beikoku,America,,891
米,meetoru,metre,,892
欧米,oubei,Europe and America,,893
全米,zenbei,all-America,,894
忙しい,isogashii,busy,,895
素朴,soboku,simple,,896
毎日,mainichi,every day,,897
毎年,maitoshi,every year,,898
毎回,maikai,every time,,899
毎,goto,each,,900
毎週,maishuu,every week,,901
名,na,name,,902
名前,namae,name,,903
有名,yuumei,famous,,904
名称,meishou,name,,905
有効,yuukou,valid,,906
所有,shoyuu,one's possessions,,907
有料,yuuryou,fee-charging,,908
羊,hitsuji,sheep (Ovis aries),,909
両方,ryouhou,both,,910
両親,ryoushin,parents,,911
両,ryou,"both (hands, parents, sides, etc.)",,912
車両,sharyou,rolling stock,,913
両者,ryousha,pair,,914
列,retsu,row,,915
列車,ressha,train,,916
行列,gyouretsu,line,,917
